0 ['0', 'O', 'C', 'G', 'Q'] [0.0, -10.66, -15.97, -17.33, -18.11] True
h ['h', 'b', 'K', 'X', 'W'] [0.0, -7.74, -9.97, -15.16, -15.52] True
b ['b', 'h', 'D', 'i', 'K'] [0.0, -13.36, -14.38, -18.09, -18.88] True
r ['r', 'F', 'T', '5', 'K'] [0.0, -7.52, -12.08, -15.1, -15.75] True
S ['S', 'I', 'O', 'E', 'G'] [0.0, -18.29, -18.56, -20.22, -20.31] True
0 ['0', 'O', 'b', 'D', '6'] [0.0, -12.52, -14.23, -15.36, -16.92] True
7 ['7', 'T', '2', 'n', 'N'] [0.0, -19.77, -20.56, -20.7, -20.71] True
Z ['I', 'E', '2', 'R', 'F'] [-0.04, -1.17, -1.76, -5.63, -6.32] False
n ['n', 'a', 'O', '0', 'h'] [0.0, -13.03, -14.03, -14.83, -15.61] True
X ['X', 'K', 'F', 'N', 'V'] [-0.0, -2.8, -4.84, -5.85, -10.99] True
N ['N', 'W', 'M', 'R', 'A'] [0.0, -11.7, -14.27, -18.34, -19.74] True
F ['F', '5', 'E', 'T', '7'] [0.0, -16.97, -17.51, -17.53, -18.11] True
5 ['5', 'j', 'S', 'G', 'i'] [0.0, -21.29, -22.42, -23.18, -24.17] True
4 ['4', 'Y', '5', 'N', 'd'] [0.0, -12.31, -12.6, -14.36, -14.69] True
t ['t', '4', 'A', '7', 'F'] [0.0, -7.38, -14.49, -15.92, -16.17] True
r ['r', 'n', 'R', 'F', 'P'] [-0.1, -0.81, -1.3, -2.57, -3.95] True
4 ['4', 'A', '9', 'M', '7'] [0.0, -16.26, -22.67, -22.82, -23.05] True
9 ['9', 'Q', 'e', 'A', 'a'] [0.0, -23.11, -23.81, -24.3, -24.84] True
I ['1', 'i', 'X', 't', 'I'] [0.0, -16.43, -17.44, -18.42, -18.57] True
7 ['7', 'X', '2', 'n', 'i'] [0.0, -13.33, -13.42, -16.74, -18.75] True
6 ['6', '5', 'h', 'G', '4'] [0.0, -11.8, -14.27, -15.5, -16.51] True
7 ['7', '2', 'n', 'X', 'i'] [0.0, -21.01, -21.47, -23.06, -24.15] True
d ['d', 'j', '0', 'O', 'a'] [0.0, -10.52, -11.54, -11.74, -12.14] True
5 ['5', 'S', '6', 'T', 'b'] [0.0, -11.41, -16.77, -16.89, -17.43] True
3 ['3', 'Y', 'S', 'j', 'X'] [0.0, -11.26, -12.58, -14.05, -14.27] True
0 ['0', 'O', 'Q', 'D', 'U'] [0.0, -15.5, -16.35, -19.63, -20.46] True
0 ['0', 'O', 'a', 'C', 'D'] [-0.0, -2.68, -12.04, -15.88, -16.37] True
L ['L', 'h', 'K', 'D', 'W'] [0.0, -8.27, -8.7, -8.96, -8.99] True
d ['d', 'j', 'U', '0', 'a'] [0.0, -8.44, -13.01, -14.37, -14.92] True
S ['S', '3', 'e', 'I', 'j'] [-0.0, -6.87, -12.21, -13.91, -14.53] True
W ['W', 'N', 'K', 'U', 'd'] [-0.0, -3.84, -8.24, -8.62, -11.02] True
3 ['3', '9', 'X', 'Y', '8'] [0.0, -20.01, -23.15, -24.16, -24.28] True
1 ['1', 'V', 'h', 'I', '2'] [0.0, -10.96, -11.87, -12.36, -12.74] True
7 ['7', 'V', 'n', 'T', 'Y'] [0.0, -20.16, -21.95, -22.71, -22.73] True
t ['4', 'Y', '7', 'V', 'U'] [-0.03, -1.13, -7.86, -9.13, -11.3] False
O ['O', '0', 'U', 'D', 'a'] [-0.0, -1.99, -7.99, -12.57, -14.97] True
6 ['6', 'G', 'b', 'T', 'Q'] [0.0, -21.68, -24.65, -25.36, -25.8] True
a ['a', 'e', 'C', 'S', '0'] [-0.14, -0.56, -8.08, -8.62, -8.85] True
8 ['8', '3', 'R', 'O', 'P'] [0.0, -23.68, -25.42, -25.53, -26.21] True
d ['d', '2', 'a', 't', 'N'] [0.0, -13.26, -14.19, -17.61, -17.91] True
I ['1', 't', 'I', 'j', 'X'] [0.0, -16.73, -16.79, -16.96, -17.02] True
7 ['7', 'n', '2', 't', 'N'] [0.0, -18.34, -18.65, -18.69, -20.93] True
n ['n', 'h', 'W', 'M', 'K'] [0.0, -18.27, -19.33, -19.4, -19.89] True
4 ['4', '7', 'A', '2', '9'] [0.0, -21.01, -22.22, -22.92, -23.47] True
O ['0', 'O', 'a', 'D', 'Q'] [0.0, -8.86, -20.22, -21.52, -21.77] True
y ['4', 'Y', '9', 'd', 'j'] [0.0, -7.97, -15.85, -16.8, -18.16] False
r ['r', 'n', 'C', 'P', 'T'] [0.0, -16.73, -16.76, -19.51, -20.59] True
C ['C', 'K', 'a', '6', 'O'] [0.0, -16.65, -17.69, -18.41, -19.15] True
r ['r', 'h', 'i', 'C', '5'] [0.0, -14.08, -15.41, -16.02, -17.29] True
F ['F', 'E', 'P', '5', 'G'] [0.0, -18.37, -19.45, -19.55, -19.59] True
8 ['8', 'R', 'X', 'K', 'P'] [0.0, -17.82, -20.03, -20.52, -21.02] True
I ['1', 'L', 'i', 'I', 't'] [0.0, -16.27, -16.46, -17.48, -19.15] True
6 ['6', 'G', 'C', 'E', 'Q'] [0.0, -10.63, -15.53, -15.87, -16.57] True
h ['h', 'A', 'n', 'N', '4'] [0.0, -12.2, -16.99, -18.54, -18.86] True
9 ['9', '4', '7', 'Q', 'A'] [0.0, -21.61, -22.66, -23.04, -23.63] True
9 ['9', '4', 'Q', 'A', 'e'] [0.0, -17.74, -20.25, -20.36, -20.57] True
r ['r', 'Y', 'X', 'n', '8'] [-0.0, -4.76, -8.42, -10.11, -11.36] True
8 ['8', 'R', 'X', 'O', 'S'] [0.0, -23.52, -25.9, -26.04, -26.1] True
O ['0', 'U', 'D', 'O', 'C'] [0.0, -14.23, -15.79, -15.86, -17.37] True
k ['K', 'h', 'L', 'R', 'b'] [0.0, -7.51, -8.46, -9.29, -10.59] False
M ['M', 'N', 'A', 'R', 'K'] [0.0, -10.02, -16.83, -18.26, -20.18] True
E ['E', 't', 'K', 'F', 'I'] [0.0, -14.24, -15.15, -15.41, -20.07] True
O ['0', 'D', 'n', 'a', 'O'] [-0.25, -0.43, -1.14, -11.08, -11.52] True
g ['9', 'e', 'Q', 'a', 'P'] [0.0, -8.34, -12.91, -13.78, -16.62] False
M ['M', 'R', 'n', 'N', 'A'] [0.0, -17.03, -19.05, -19.76, -20.52] True
i ['I', 'O', '8', 'D', 't'] [0.0, -9.2, -10.53, -10.93, -11.01] False
5 ['5', '8', 'G', 'K', 'E'] [0.0, -16.66, -17.2, -17.27, -17.27] True
h ['h', 'b', 'L', 'd', 'A'] [0.0, -14.71, -16.6, -17.05, -18.06] True
h ['h', 'b', '6', 'A', 'W'] [0.0, -8.32, -13.72, -16.34, -17.07] True
z ['2', 'I', 't', '3', '8'] [-0.0, -4.32, -6.04, -7.67, -8.61] False
7 ['7', 'Y', '4', '2', 'n'] [0.0, -20.41, -21.52, -21.57, -22.11] True
O ['0', 'O', 'Q', 'a', '2'] [0.0, -15.28, -20.73, -21.44, -24.21] True
r ['r', 'T', 'n', '5', 'F'] [0.0, -18.95, -19.28, -19.47, -20.25] True
8 ['8', 'R', 'S', 'd', 'X'] [0.0, -20.93, -21.37, -22.92, -23.43] True
2 ['2', 'e', 'a', 'R', 'L'] [0.0, -13.37, -16.76, -18.18, -18.59] True
8 ['8', '3', 'S', 'E', 't'] [0.0, -11.43, -19.18, -19.95, -20.42] True
r ['r', 'V', 'Y', 'n', 'F'] [-0.0, -6.48, -12.87, -13.96, -14.6] True
B ['6', '8', 'O', '0', 'e'] [-0.0, -3.37, -5.18, -9.48, -9.51] False
t ['t', 'F', '4', 'I', '7'] [0.0, -14.64, -14.71, -16.95, -17.64] True
0 ['0', 'O', 'Q', 'U', 'D'] [0.0, -18.09, -21.9, -23.71, -23.82] True
j ['j', '3', '2', 'S', 'U'] [0.0, -9.24, -12.09, -12.14, -12.7] True
s ['S', 'G', '5', '9', 'e'] [0.0, -16.93, -18.89, -19.63, -20.93] False
e ['e', 'E', 'R', 'O', 'C'] [0.0, -12.02, -12.65, -20.18, -20.27] True
l ['1', 'I', 'i', 'V', 'r'] [0.0, -14.33, -14.4, -14.62, -14.68] False
8 ['8', 'R', '9', 'P', 'X'] [0.0, -17.25, -20.75, -20.75, -21.51] True
3 ['3', 'S', 'j', '9', 'D'] [0.0, -18.89, -19.02, -19.51, -20.16] True
0 ['0', 'O', 'C', 'D', 'n'] [0.0, -11.47, -14.38, -18.89, -19.18] True
f ['F', 'P', '7', 'E', '4'] [0.0, -16.89, -16.99, -20.32, -20.34] False
9 ['9', '7', 'Q', '4', '8'] [0.0, -21.9, -23.75, -24.89, -25.29] True
v ['U', 'D', 'L', '0', 'V'] [0.0, -17.63, -18.45, -18.87, -21.3] False
3 ['3', 'j', 'K', '9', 'a'] [0.0, -19.96, -20.53, -21.06, -22.3] True
7 ['7', '2', '3', 'n', 'i'] [0.0, -17.32, -17.59, -20.87, -21.17] True
t ['t', 'F', '3', 'T', 'K'] [0.0, -17.65, -19.16, -19.45, -19.86] True
R ['R', 'P', 'e', 'Q', '2'] [0.0, -17.16, -19.1, -20.57, -20.81] True
9 ['9', '4', 'Q', 'G', '7'] [0.0, -20.5, -21.01, -22.79, -23.16] True
U ['U', '4', 'V', 'j', 'd'] [0.0, -17.77, -18.73, -20.59, -21.45] True
1 ['1', 'I', 'i', 'L', 'O'] [0.0, -13.59, -15.75, -15.81, -17.65] True
5 ['5', 'i', 'I', 'E', 'j'] [0.0, -18.09, -19.58, -20.29, -20.59] True
8 ['8', '3', 'R', 'E', 'K'] [0.0, -19.14, -21.1, -22.6, -22.73] True
T ['T', 't', 'r', 'I', '7'] [0.0, -12.26, -16.09, -18.25, -19.14] True
6 ['6', 'G', 'O', 'Q', '0'] [0.0, -18.22, -22.12, -23.54, -24.58] True
0 ['0', 'Q', 'O', 'G', '6'] [0.0, -11.28, -12.85, -16.15, -18.89] True
K ['K', 'X', 'N', 'R', 'W'] [0.0, -12.03, -13.24, -13.62, -17.49] True
S ['S', 'I', '3', 'j', 'G'] [0.0, -15.33, -15.98, -18.81, -19.54] True
2 ['2', 'e', '3', 'R', '7'] [0.0, -16.68, -16.69, -16.75, -16.91] True
O ['O', 'C', '0', '6', 'S'] [0.0, -9.03, -15.15, -20.23, -20.57] True
X ['X', 'K', 'Y', 'r', '8'] [0.0, -12.64, -16.02, -17.11, -17.81] True
k ['K', 't', 'h', 'L', 'b'] [-0.01, -1.76, -3.37, -5.58, -5.63] False
e ['e', '2', 'C', 'R', 't'] [0.0, -18.25, -19.06, -21.33, -22.03] True
q ['2', 'a', '8', 'e', 'O'] [-0.02, -1.42, -4.91, -7.77, -7.81] False
2 ['2', '7', 'G', 'a', 'i'] [0.0, -12.14, -15.13, -16.31, -17.79] True
4 ['4', 'Y', '7', 'U', 'A'] [0.0, -16.92, -18.04, -19.71, -19.76] True
7 ['7', '2', 'T', 'n', 'L'] [0.0, -16.69, -19.35, -19.47, -20.88] True
F ['t', 'F', 'N', '7', 'K'] [-0.0, -6.28, -12.04, -12.33, -13.41] True
3 ['3', 'D', '8', 'b', 'F'] [0.0, -19.02, -19.15, -19.42, -19.59] True
C ['C', 'a', 'O', 'E', '2'] [-0.0, -3.36, -8.53, -9.1, -12.09] True
5 ['5', '8', '3', 'K', 'j'] [0.0, -17.75, -17.97, -18.05, -18.98] True
x ['X', 'A', 'K', 'Y', 'U'] [0.0, -14.93, -15.31, -17.39, -18.51] False
l ['1', 'I', 'i', 'X', 't'] [0.0, -13.5, -16.36, -17.0, -17.71] False
B ['8', 'R', 'E', 'e', '6'] [-0.12, -0.62, -3.14, -4.31, -5.69] False
W ['W', 'N', 'd', 'K', '5'] [-0.0, -6.02, -7.89, -12.51, -12.54] True
1 ['1', 'V', 'X', 'i', 't'] [0.0, -18.3, -18.42, -18.58, -18.72] True
b ['b', 'D', 'L', 'X', 'h'] [0.0, -11.74, -16.19, -17.76, -18.0] True
e ['e', 'C', '2', 'R', 'E'] [-0.0, -2.11, -7.3, -12.35, -13.22] True
t ['t', 'F', 'T', '4', 'K'] [0.0, -15.4, -17.24, -19.05, -21.08] True
9 ['9', 'Q', 'G', '8', 'A'] [0.0, -14.85, -17.31, -18.55, -20.9] True
3 ['3', 'D', '7', 'X', 'S'] [0.0, -17.4, -19.82, -20.25, -20.54] True
4 ['4', 'U', '9', 'Y', 'M'] [0.0, -19.21, -19.68, -21.37, -22.84] True
e ['e', 'E', 'R', '2', 't'] [0.0, -19.27, -20.69, -24.42, -24.43] True
5 ['5', 'j', 'F', 'b', 'X'] [0.0, -12.89, -16.88, -18.8, -19.2] True
3 ['3', '9', '0', 'S', 'D'] [0.0, -12.1, -15.16, -17.61, -18.63] True
0 ['0', 'O', 'D', 'U', 'a'] [0.0, -14.5, -18.94, -19.08, -23.29] True
J ['j', '3', 'I', '5', 'b'] [0.0, -8.47, -8.81, -9.05, -9.3] False
8 ['8', 'd', 'R', 'F', 'i'] [0.0, -22.32, -25.08, -25.49, -25.53] True
w ['W', 'Q', 'M', 'N', 'U'] [0.0, -16.52, -17.5, -17.62, -17.81] False
3 ['3', 'a', '9', '8', 'X'] [0.0, -15.14, -18.43, -19.17, -19.52] True
L ['L', 'h', 'i', 'b', '1'] [-0.0, -5.4, -10.03, -11.15, -11.32] True
6 ['6', 'G', 'Q', '0', 'b'] [0.0, -20.31, -20.47, -23.2, -24.64] True
G ['G', 'F', '1', 'Q', '2'] [0.0, -15.35, -17.09, -17.45, -18.27] True
d ['d', 'j', 'N', 'V', 'D'] [0.0, -13.14, -17.05, -17.89, -19.39] True
S ['S', '5', '2', '3', 'G'] [-0.0, -5.5, -11.08, -11.38, -11.43] True
r ['r', 'n', 'T', 'V', 'Y'] [0.0, -15.6, -16.94, -19.39, -21.44] True
7 ['7', 'n', '3', 'X', '1'] [0.0, -20.4, -20.51, -20.57, -20.82] True
7 ['7', 'n', 't', 'N', 'C'] [0.0, -18.34, -19.3, -20.79, -20.87] True
9 ['9', '5', '7', 'Q', 'A'] [0.0, -18.68, -20.73, -22.15, -22.27] True
m ['M', 'R', 'n', 'A', 'W'] [0.0, -18.28, -20.77, -20.9, -22.42] False
P ['P', '8', 'Y', 'd', 't'] [0.0, -12.25, -15.46, -16.77, -17.9] True
r ['r', 'A', 'h', 'n', '2'] [0.0, -7.62, -9.33, -10.92, -12.37] True
9 ['9', '7', '4', 'Q', 'Y'] [0.0, -15.95, -18.59, -20.03, -22.17] True
M ['M', 'R', 'n', 'A', 'P'] [0.0, -10.73, -16.87, -19.23, -19.29] True
8 ['8', '9', 'i', 'd', 'O'] [0.0, -16.51, -21.95, -22.71, -23.0] True
6 ['6', 'G', '5', 'b', 'S'] [0.0, -10.21, -11.04, -11.22, -15.22] True
0 ['0', 'O', 'a', 'D', 'U'] [-0.0, -6.55, -15.61, -17.0, -20.2] True
1 ['I', '1', 't', 'V', 'X'] [0.0, -8.95, -14.62, -16.49, -17.13] True
5 ['5', 'j', 'V', 'S', 'i'] [0.0, -19.59, -19.62, -19.81, -21.44] True
7 ['7', 'U', 'V', 'Y', '4'] [0.0, -12.71, -13.46, -18.38, -18.61] True
3 ['3', '9', '7', 'a', '8'] [0.0, -15.88, -17.35, -18.87, -20.14] True
d ['d', 'j', '3', '8', '4'] [0.0, -11.54, -16.83, -19.35, -21.65] True
m ['M', 'R', 'N', 'K', 'P'] [0.0, -8.74, -15.08, -16.24, -18.48] False
T ['T', 'I', 'r', 'F', 't'] [0.0, -15.82, -16.55, -17.49, -18.35] True
a ['a', 'Q', 'n', 'R', 'C'] [0.0, -14.08, -16.44, -17.49, -19.45] True
a ['a', 'G', '2', 'C', 'n'] [0.0, -14.24, -14.65, -16.54, -18.03] True
S ['5', 'S', 'G', '9', 'j'] [0.0, -8.21, -19.85, -21.57, -21.97] True
0 ['0', 'O', 'Q', 'a', 'D'] [0.0, -14.03, -20.86, -22.34, -24.92] True
I ['I', 't', '7', 'n', '1'] [0.0, -10.49, -15.02, -15.16, -15.17] True
1 ['1', 'Y', 'r', 'V', 't'] [0.0, -15.89, -16.29, -16.62, -17.43] True
U ['U', '0', 'b', 'N', 'W'] [-0.0, -6.98, -13.91, -14.57, -15.28] True
S ['S', '8', '9', '5', '3'] [0.0, -16.19, -17.62, -19.16, -19.27] True
P ['P', 'R', 'A', 'F', 'e'] [0.0, -8.12, -12.41, -17.69, -19.77] True
d ['d', 'j', 'A', 't', 'N'] [0.0, -15.76, -19.88, -20.79, -20.83] True
V ['V', 'Y', '7', 'j', 'r'] [0.0, -9.91, -15.2, -16.57, -16.64] True
O ['O', '0', 'C', 'a', '6'] [0.0, -13.13, -17.11, -20.7, -20.93] True
A ['D', 'A', 'L', 'I', 'R'] [-0.0, -2.14, -6.46, -6.75, -7.03] True
1 ['1', 'Y', 'L', 'X', 'N'] [0.0, -17.08, -17.27, -17.52, -17.73] True
6 ['6', 'b', 'G', 'h', 'Q'] [0.0, -15.68, -18.13, -19.16, -21.25] True
9 ['9', 'a', '7', 'Q', 'G'] [0.0, -17.49, -20.28, -20.35, -20.37] True
0 ['0', 'O', 'd', 'Q', 'a'] [0.0, -12.59, -16.96, -17.71, -19.16] True
0 ['0', 'O', 'U', 'C', 'D'] [0.0, -11.71, -17.93, -19.43, -20.43] True
M ['M', 'R', 'N', 'A', 'K'] [0.0, -11.25, -18.75, -19.08, -21.38] True
O ['O', '0', 'D', 'a', 'C'] [0.0, -16.25, -17.16, -18.78, -19.7] True
U ['U', '4', 'd', 'Q', 'W'] [0.0, -19.6, -20.36, -21.22, -21.92] True
Q ['Q', 'R', 'N', '2', 'd'] [-0.0, -4.95, -8.81, -10.7, -12.97] True
3 ['3', '7', '8', 'K', 'X'] [0.0, -18.0, -18.96, -19.96, -20.27] True
5 ['5', 'j', 'F', 'b', 'X'] [0.0, -19.97, -21.04, -21.47, -22.87] True
2 ['2', 'D', '7', 'L', 'U'] [0.0, -20.16, -20.91, -21.06, -21.71] True
2 ['2', 'R', '3', 'C', 'e'] [0.0, -14.64, -15.0, -15.2, -16.01] True
S ['S', 'G', 'I', '9', 'O'] [0.0, -14.23, -17.84, -19.14, -19.39] True
